,method,error_test,subproblem,subproblem_id,dataset_id,num_boost_round
2489,LASSO (Shap),6.6385579109191895,regression,1,38,8
2490,Vanilla,0.13019461929798126,regression,1,38,16
2491,LASSO (Saabas),17.11750602722168,regression,1,38,16
2492,LASSO (Shap),13.799019813537598,regression,1,38,16
2493,Vanilla,0.12488257884979248,regression,1,38,32
2494,LASSO (Saabas),807389952.0,regression,1,38,32
2495,LASSO (Shap),21.647825241088867,regression,1,38,32
2496,Vanilla,0.12537193298339844,regression,1,38,64
2497,LASSO (Saabas),1128284160.0,regression,1,38,64
2498,LASSO (Shap),28.894245147705078,regression,1,38,64
2499,Vanilla,0.21056751906871796,regression,1,39,1
2500,LASSO (Saabas),0.426106721162796,regression,1,39,1
2501,LASSO (Shap),0.426696240901947,regression,1,39,1
2502,Vanilla,0.20321890711784363,regression,1,39,2
2503,LASSO (Saabas),0.6646471619606018,regression,1,39,2
2504,LASSO (Shap),0.6662099361419678,regression,1,39,2
2505,Vanilla,0.19245921075344086,regression,1,39,4
2506,LASSO (Saabas),158145312.0,regression,1,39,4
2507,LASSO (Shap),1.2738267183303833,regression,1,39,4
2508,Vanilla,0.18064871430397034,regression,1,39,8
2509,LASSO (Saabas),761873600.0,regression,1,39,8
2510,LASSO (Shap),2.662813186645508,regression,1,39,8
2511,Vanilla,0.1733957678079605,regression,1,39,16
2512,LASSO (Saabas),317563648.0,regression,1,39,16
2513,LASSO (Shap),5.083016872406006,regression,1,39,16
2514,Vanilla,0.17271475493907928,regression,1,39,32
2515,LASSO (Saabas),352440224.0,regression,1,39,32
2516,LASSO (Shap),8.069083213806152,regression,1,39,32
2517,Vanilla,0.17454732954502106,regression,1,39,64
2518,LASSO (Saabas),380123072.0,regression,1,39,64
2519,LASSO (Shap),2006.7718505859375,regression,1,39,64
2520,Vanilla,4.822057723999023,regression,2,0,1
2521,LASSO (Saabas),5.155378818511963,regression,2,0,1
2522,LASSO (Shap),5.125863075256348,regression,2,0,1
2523,Vanilla,4.820629119873047,regression,2,0,2
2524,LASSO (Saabas),5.273476600646973,regression,2,0,2
2525,LASSO (Shap),5.227138519287109,regression,2,0,2
2526,Vanilla,4.814177989959717,regression,2,0,4
2527,LASSO (Saabas),5.412746906280518,regression,2,0,4
2528,LASSO (Shap),5.323112964630127,regression,2,0,4
2529,Vanilla,4.844950199127197,regression,2,0,8
2530,LASSO (Saabas),6.016010761260986,regression,2,0,8
2531,LASSO (Shap),6.023335933685303,regression,2,0,8
2532,Vanilla,4.869534015655518,regression,2,0,16
2533,LASSO (Saabas),9.076089859008789,regression,2,0,16
2534,LASSO (Shap),10.828883171081543,regression,2,0,16
2535,Vanilla,5.006905555725098,regression,2,0,32
2536,LASSO (Saabas),22.17650032043457,regression,2,0,32
2537,LASSO (Shap),25.821807861328125,regression,2,0,32
2538,Vanilla,5.173828125,regression,2,0,64
2539,LASSO (Saabas),4275082752.0,regression,2,0,64
2540,LASSO (Shap),93.75228118896484,regression,2,0,64
2541,Vanilla,4.482215404510498,regression,2,1,1
2542,LASSO (Saabas),4.836418151855469,regression,2,1,1
2543,LASSO (Shap),4.798356533050537,regression,2,1,1
2544,Vanilla,4.4831743240356445,regression,2,1,2
2545,LASSO (Saabas),5.063342571258545,regression,2,1,2
2546,LASSO (Shap),5.281092643737793,regression,2,1,2
2547,Vanilla,4.5132155418396,regression,2,1,4
2548,LASSO (Saabas),6.399232387542725,regression,2,1,4
2549,LASSO (Shap),6.394669532775879,regression,2,1,4
2550,Vanilla,4.546212196350098,regression,2,1,8
2551,LASSO (Saabas),8.662896156311035,regression,2,1,8
2552,LASSO (Shap),8.67321491241455,regression,2,1,8
2553,Vanilla,4.5985798835754395,regression,2,1,16
2554,LASSO (Saabas),15.512567520141602,regression,2,1,16
2555,LASSO (Shap),15.812114715576172,regression,2,1,16
2556,Vanilla,4.7510480880737305,regression,2,1,32
2557,LASSO (Saabas),28474502.0,regression,2,1,32
2558,LASSO (Shap),48.370758056640625,regression,2,1,32
2559,Vanilla,4.907431602478027,regression,2,1,64
2560,LASSO (Saabas),636388900864.0,regression,2,1,64
2561,LASSO (Shap),195.7245635986328,regression,2,1,64
2562,Vanilla,6.5681843757629395,regression,2,2,1
2563,LASSO (Saabas),7.256752967834473,regression,2,2,1
2564,LASSO (Shap),7.287505149841309,regression,2,2,1
2565,Vanilla,6.582706928253174,regression,2,2,2
2566,LASSO (Saabas),9.172876358032227,regression,2,2,2
2567,LASSO (Shap),8.164031982421875,regression,2,2,2
2568,Vanilla,6.5767693519592285,regression,2,2,4
2569,LASSO (Saabas),10.414304733276367,regression,2,2,4
2570,LASSO (Shap),9.535955429077148,regression,2,2,4
2571,Vanilla,6.629502296447754,regression,2,2,8
2572,LASSO (Saabas),19.260509490966797,regression,2,2,8
2573,LASSO (Shap),14.465625762939453,regression,2,2,8
2574,Vanilla,6.663195610046387,regression,2,2,16
2575,LASSO (Saabas),29.413467407226562,regression,2,2,16
2576,LASSO (Shap),24.674476623535156,regression,2,2,16
2577,Vanilla,6.76273250579834,regression,2,2,32
2578,LASSO (Saabas),13529799680.0,regression,2,2,32
2579,LASSO (Shap),56.5316276550293,regression,2,2,32
2580,Vanilla,6.988708019256592,regression,2,2,64
2581,LASSO (Saabas),92751716352.0,regression,2,2,64
2582,LASSO (Shap),176.84690856933594,regression,2,2,64
2583,Vanilla,8.459282875061035,regression,2,3,1
2584,LASSO (Saabas),9.073406219482422,regression,2,3,1
2585,LASSO (Shap),9.108072280883789,regression,2,3,1
2586,Vanilla,8.44616985321045,regression,2,3,2
2587,LASSO (Saabas),9.5750732421875,regression,2,3,2
2588,LASSO (Shap),9.714140892028809,regression,2,3,2
2589,Vanilla,8.401479721069336,regression,2,3,4
2590,LASSO (Saabas),11.433394432067871,regression,2,3,4
2591,LASSO (Shap),11.74525260925293,regression,2,3,4
2592,Vanilla,8.479167938232422,regression,2,3,8
2593,LASSO (Saabas),48.03532028198242,regression,2,3,8
2594,LASSO (Shap),17.807979583740234,regression,2,3,8
2595,Vanilla,8.56381607055664,regression,2,3,16
2596,LASSO (Saabas),73.55464935302734,regression,2,3,16
2597,LASSO (Shap),40.20168685913086,regression,2,3,16
2598,Vanilla,8.78896713256836,regression,2,3,32
2599,LASSO (Saabas),29437374464.0,regression,2,3,32
2600,LASSO (Shap),138.6596221923828,regression,2,3,32
2601,Vanilla,9.050405502319336,regression,2,3,64
2602,LASSO (Saabas),391048790016.0,regression,2,3,64
2603,LASSO (Shap),533.5162963867188,regression,2,3,64
2604,Vanilla,4.818449974060059,regression,2,4,1
2605,LASSO (Saabas),5.295597553253174,regression,2,4,1
2606,LASSO (Shap),5.097715854644775,regression,2,4,1
2607,Vanilla,4.82523250579834,regression,2,4,2
2608,LASSO (Saabas),5.435734272003174,regression,2,4,2
2609,LASSO (Shap),5.324962615966797,regression,2,4,2
2610,Vanilla,4.84947395324707,regression,2,4,4
2611,LASSO (Saabas),5.7871809005737305,regression,2,4,4
2612,LASSO (Shap),5.661901950836182,regression,2,4,4
2613,Vanilla,4.923709869384766,regression,2,4,8
2614,LASSO (Saabas),6.608962535858154,regression,2,4,8
2615,LASSO (Shap),6.9237565994262695,regression,2,4,8
2616,Vanilla,4.980625152587891,regression,2,4,16
2617,LASSO (Saabas),9042145280.0,regression,2,4,16
2618,LASSO (Shap),9.724922180175781,regression,2,4,16
2619,Vanilla,5.122654438018799,regression,2,4,32
2620,LASSO (Saabas),9042169856.0,regression,2,4,32
2621,LASSO (Shap),17.955753326416016,regression,2,4,32
2622,Vanilla,5.388092517852783,regression,2,4,64
2623,LASSO (Saabas),9042207744.0,regression,2,4,64
2624,LASSO (Shap),45.460540771484375,regression,2,4,64
2625,Vanilla,5.687125205993652,regression,2,5,1
2626,LASSO (Saabas),17.30430793762207,regression,2,5,1
2627,LASSO (Shap),6.231141090393066,regression,2,5,1
2628,Vanilla,5.697277545928955,regression,2,5,2
2629,LASSO (Saabas),17.548973083496094,regression,2,5,2
2630,LASSO (Shap),6.314303398132324,regression,2,5,2
2631,Vanilla,5.709220886230469,regression,2,5,4
2632,LASSO (Saabas),18.129852294921875,regression,2,5,4
2633,LASSO (Shap),6.699817180633545,regression,2,5,4
2634,Vanilla,5.748196125030518,regression,2,5,8
2635,LASSO (Saabas),19.136343002319336,regression,2,5,8
2636,LASSO (Shap),7.719142436981201,regression,2,5,8
2637,Vanilla,5.861666679382324,regression,2,5,16
2638,LASSO (Saabas),22.514240264892578,regression,2,5,16
2639,LASSO (Shap),10.053455352783203,regression,2,5,16
2640,Vanilla,5.987020492553711,regression,2,5,32
2641,LASSO (Saabas),32.66891860961914,regression,2,5,32
2642,LASSO (Shap),19.564916610717773,regression,2,5,32
2643,Vanilla,6.277624130249023,regression,2,5,64
2644,LASSO (Saabas),8598509568.0,regression,2,5,64
2645,LASSO (Shap),72.48546600341797,regression,2,5,64
2646,Vanilla,5.258946895599365,regression,2,6,1
2647,LASSO (Saabas),5.708452224731445,regression,2,6,1
2648,LASSO (Shap),5.68023157119751,regression,2,6,1
2649,Vanilla,5.253445625305176,regression,2,6,2
2650,LASSO (Saabas),5.842269420623779,regression,2,6,2
2651,LASSO (Shap),5.90836763381958,regression,2,6,2
2652,Vanilla,5.28278112411499,regression,2,6,4
2653,LASSO (Saabas),6.291872978210449,regression,2,6,4
2654,LASSO (Shap),6.450781345367432,regression,2,6,4
2655,Vanilla,5.296619415283203,regression,2,6,8
2656,LASSO (Saabas),7.911884784698486,regression,2,6,8
2657,LASSO (Shap),7.725424766540527,regression,2,6,8
2658,Vanilla,5.393155097961426,regression,2,6,16
2659,LASSO (Saabas),9.246138572692871,regression,2,6,16
2660,LASSO (Shap),9.00813102722168,regression,2,6,16
2661,Vanilla,5.473311424255371,regression,2,6,32
2662,LASSO (Saabas),160.3560333251953,regression,2,6,32
2663,LASSO (Shap),14.930509567260742,regression,2,6,32
2664,Vanilla,5.672948360443115,regression,2,6,64
2665,LASSO (Saabas),173.98336791992188,regression,2,6,64
2666,LASSO (Shap),37.79805374145508,regression,2,6,64
2667,Vanilla,8.569581985473633,regression,2,7,1
2668,LASSO (Saabas),113525112832.0,regression,2,7,1
2669,LASSO (Shap),8.987236022949219,regression,2,7,1
2670,Vanilla,8.582664489746094,regression,2,7,2
2671,LASSO (Saabas),113525121024.0,regression,2,7,2
2672,LASSO (Shap),9.128561973571777,regression,2,7,2
2673,Vanilla,8.605433464050293,regression,2,7,4
2674,LASSO (Saabas),113525161984.0,regression,2,7,4
2675,LASSO (Shap),9.947461128234863,regression,2,7,4
2676,Vanilla,8.644165992736816,regression,2,7,8
2677,LASSO (Saabas),113525243904.0,regression,2,7,8
2678,LASSO (Shap),12.007102012634277,regression,2,7,8
2679,Vanilla,8.694620132446289,regression,2,7,16
2680,LASSO (Saabas),113525334016.0,regression,2,7,16
2681,LASSO (Shap),19.20655632019043,regression,2,7,16
2682,Vanilla,8.89896297454834,regression,2,7,32
2683,LASSO (Saabas),139451318272.0,regression,2,7,32
2684,LASSO (Shap),45.77674102783203,regression,2,7,32
2685,Vanilla,9.144023895263672,regression,2,7,64
2686,LASSO (Saabas),282713522176.0,regression,2,7,64
2687,LASSO (Shap),137.00294494628906,regression,2,7,64
2688,Vanilla,8.835472106933594,regression,2,8,1
2689,LASSO (Saabas),9.346461296081543,regression,2,8,1
2690,LASSO (Shap),9.401886940002441,regression,2,8,1
2691,Vanilla,8.862991333007812,regression,2,8,2
2692,LASSO (Saabas),183225712640.0,regression,2,8,2
2693,LASSO (Shap),10.196661949157715,regression,2,8,2
2694,Vanilla,8.864762306213379,regression,2,8,4
2695,LASSO (Saabas),183225647104.0,regression,2,8,4
2696,LASSO (Shap),11.467377662658691,regression,2,8,4
2697,Vanilla,8.94897174835205,regression,2,8,8
2698,LASSO (Saabas),183225499648.0,regression,2,8,8
2699,LASSO (Shap),13.720699310302734,regression,2,8,8
2700,Vanilla,9.025301933288574,regression,2,8,16
2701,LASSO (Saabas),183225548800.0,regression,2,8,16
2702,LASSO (Shap),17.94815444946289,regression,2,8,16
2703,Vanilla,9.278035163879395,regression,2,8,32
2704,LASSO (Saabas),183843176448.0,regression,2,8,32
2705,LASSO (Shap),32.38438415527344,regression,2,8,32
2706,Vanilla,9.597799301147461,regression,2,8,64
2707,LASSO (Saabas),183843454976.0,regression,2,8,64
2708,LASSO (Shap),101.56952667236328,regression,2,8,64
2709,Vanilla,6.3517656326293945,regression,2,9,1
2710,LASSO (Saabas),6.685291767120361,regression,2,9,1
2711,LASSO (Shap),6.699645042419434,regression,2,9,1
2712,Vanilla,6.369486331939697,regression,2,9,2
2713,LASSO (Saabas),6.736896514892578,regression,2,9,2
2714,LASSO (Shap),6.7637553215026855,regression,2,9,2
2715,Vanilla,6.415453910827637,regression,2,9,4
2716,LASSO (Saabas),7.369081974029541,regression,2,9,4
2717,LASSO (Shap),7.409008502960205,regression,2,9,4
2718,Vanilla,6.4524431228637695,regression,2,9,8
2719,LASSO (Saabas),8.701054573059082,regression,2,9,8
2720,LASSO (Shap),8.84289836883545,regression,2,9,8
2721,Vanilla,6.505951881408691,regression,2,9,16
2722,LASSO (Saabas),15.247276306152344,regression,2,9,16
2723,LASSO (Shap),14.604260444641113,regression,2,9,16
2724,Vanilla,6.720707893371582,regression,2,9,32
2725,LASSO (Saabas),30.242183685302734,regression,2,9,32
2726,LASSO (Shap),26.94525718688965,regression,2,9,32
2727,Vanilla,6.931028366088867,regression,2,9,64
2728,LASSO (Saabas),451751116800.0,regression,2,9,64
2729,LASSO (Shap),67.79789733886719,regression,2,9,64
2730,Vanilla,7.311161518096924,regression,2,10,1
2731,LASSO (Saabas),7.70870304107666,regression,2,10,1
2732,LASSO (Shap),7.743419170379639,regression,2,10,1
2733,Vanilla,7.31337308883667,regression,2,10,2
2734,LASSO (Saabas),7.859438419342041,regression,2,10,2
2735,LASSO (Shap),9.447962760925293,regression,2,10,2
2736,Vanilla,7.356757640838623,regression,2,10,4
2737,LASSO (Saabas),8.842256546020508,regression,2,10,4
2738,LASSO (Shap),10.341865539550781,regression,2,10,4
2739,Vanilla,7.4028239250183105,regression,2,10,8
2740,LASSO (Saabas),87960174592.0,regression,2,10,8
2741,LASSO (Shap),11.72720718383789,regression,2,10,8
2742,Vanilla,7.5118021965026855,regression,2,10,16
2743,LASSO (Saabas),87960076288.0,regression,2,10,16
2744,LASSO (Shap),19.75804328918457,regression,2,10,16
2745,Vanilla,7.662950038909912,regression,2,10,32
2746,LASSO (Saabas),123927339008.0,regression,2,10,32
2747,LASSO (Shap),49.5451545715332,regression,2,10,32
2748,Vanilla,7.991014003753662,regression,2,10,64
2749,LASSO (Saabas),171489411072.0,regression,2,10,64
2750,LASSO (Shap),168.98324584960938,regression,2,10,64
2751,Vanilla,5.691549777984619,regression,2,11,1
2752,LASSO (Saabas),6.050195693969727,regression,2,11,1
2753,LASSO (Shap),6.040953159332275,regression,2,11,1
2754,Vanilla,5.707004070281982,regression,2,11,2
2755,LASSO (Saabas),6.401981830596924,regression,2,11,2
2756,LASSO (Shap),6.290131092071533,regression,2,11,2
2757,Vanilla,5.718466758728027,regression,2,11,4
2758,LASSO (Saabas),6.949904441833496,regression,2,11,4
2759,LASSO (Shap),6.8954572677612305,regression,2,11,4
2760,Vanilla,5.723502159118652,regression,2,11,8
2761,LASSO (Saabas),8.520621299743652,regression,2,11,8
2762,LASSO (Shap),8.5079345703125,regression,2,11,8
2763,Vanilla,5.767683506011963,regression,2,11,16
2764,LASSO (Saabas),12.193163871765137,regression,2,11,16
2765,LASSO (Shap),12.499720573425293,regression,2,11,16
2766,Vanilla,5.918895721435547,regression,2,11,32
2767,LASSO (Saabas),52.772735595703125,regression,2,11,32
2768,LASSO (Shap),26.00780487060547,regression,2,11,32
2769,Vanilla,6.002569198608398,regression,2,11,64
2770,LASSO (Saabas),94.99343872070312,regression,2,11,64
2771,LASSO (Shap),64.98399353027344,regression,2,11,64
2772,Vanilla,8.005230903625488,regression,2,12,1
2773,LASSO (Saabas),8.341858863830566,regression,2,12,1
2774,LASSO (Shap),8.525402069091797,regression,2,12,1
2775,Vanilla,8.03628158569336,regression,2,12,2
2776,LASSO (Saabas),8.795968055725098,regression,2,12,2
2777,LASSO (Shap),9.399357795715332,regression,2,12,2
2778,Vanilla,8.127628326416016,regression,2,12,4
2779,LASSO (Saabas),9.842531204223633,regression,2,12,4
2780,LASSO (Shap),10.872413635253906,regression,2,12,4
2781,Vanilla,8.203739166259766,regression,2,12,8
2782,LASSO (Saabas),16.981678009033203,regression,2,12,8
2783,LASSO (Shap),14.3423433303833,regression,2,12,8
2784,Vanilla,8.303359031677246,regression,2,12,16
2785,LASSO (Saabas),23.880510330200195,regression,2,12,16
2786,LASSO (Shap),23.028671264648438,regression,2,12,16
2787,Vanilla,8.412795066833496,regression,2,12,32
2788,LASSO (Saabas),18425933824.0,regression,2,12,32
2789,LASSO (Shap),53.12468338012695,regression,2,12,32
2790,Vanilla,8.685697555541992,regression,2,12,64
2791,LASSO (Saabas),26193483776.0,regression,2,12,64
2792,LASSO (Shap),165.72393798828125,regression,2,12,64
2793,Vanilla,9.159034729003906,regression,2,13,1
2794,LASSO (Saabas),9.447624206542969,regression,2,13,1
2795,LASSO (Shap),9.354519844055176,regression,2,13,1
2796,Vanilla,9.201828002929688,regression,2,13,2
2797,LASSO (Saabas),9.55041217803955,regression,2,13,2
2798,LASSO (Shap),9.44489860534668,regression,2,13,2
2799,Vanilla,9.248570442199707,regression,2,13,4
2800,LASSO (Saabas),10.6721773147583,regression,2,13,4
2801,LASSO (Shap),10.65220832824707,regression,2,13,4
2802,Vanilla,9.325493812561035,regression,2,13,8
2803,LASSO (Saabas),12.154757499694824,regression,2,13,8
2804,LASSO (Shap),12.027022361755371,regression,2,13,8
2805,Vanilla,9.49258804321289,regression,2,13,16
2806,LASSO (Saabas),632297226240.0,regression,2,13,16
2807,LASSO (Shap),18.922515869140625,regression,2,13,16
2808,Vanilla,9.732919692993164,regression,2,13,32
2809,LASSO (Saabas),663958454272.0,regression,2,13,32
2810,LASSO (Shap),45.54023742675781,regression,2,13,32
2811,Vanilla,10.01321029663086,regression,2,13,64
2812,LASSO (Saabas),951423270912.0,regression,2,13,64
2813,LASSO (Shap),132.644287109375,regression,2,13,64
2814,Vanilla,4.963010787963867,regression,2,14,1
2815,LASSO (Saabas),5.245838642120361,regression,2,14,1
2816,LASSO (Shap),5.252588748931885,regression,2,14,1
2817,Vanilla,4.974912166595459,regression,2,14,2
2818,LASSO (Saabas),5.478657245635986,regression,2,14,2
2819,LASSO (Shap),5.393937110900879,regression,2,14,2
2820,Vanilla,4.987005233764648,regression,2,14,4
2821,LASSO (Saabas),6.279916763305664,regression,2,14,4
2822,LASSO (Shap),6.060088634490967,regression,2,14,4
2823,Vanilla,5.022756576538086,regression,2,14,8
2824,LASSO (Saabas),6.87017297744751,regression,2,14,8
2825,LASSO (Shap),6.6695876121521,regression,2,14,8
2826,Vanilla,5.085390090942383,regression,2,14,16
2827,LASSO (Saabas),10.294447898864746,regression,2,14,16
2828,LASSO (Shap),10.014488220214844,regression,2,14,16
2829,Vanilla,5.310565948486328,regression,2,14,32
2830,LASSO (Saabas),18.165315628051758,regression,2,14,32
2831,LASSO (Shap),17.830488204956055,regression,2,14,32
2832,Vanilla,5.488749980926514,regression,2,14,64
2833,LASSO (Saabas),15556422656.0,regression,2,14,64
2834,LASSO (Shap),41.33861541748047,regression,2,14,64
2835,Vanilla,7.265964031219482,regression,2,15,1
2836,LASSO (Saabas),7.529305458068848,regression,2,15,1
2837,LASSO (Shap),7.617915153503418,regression,2,15,1
2838,Vanilla,7.2893595695495605,regression,2,15,2
2839,LASSO (Saabas),7.951822280883789,regression,2,15,2
2840,LASSO (Shap),7.944986343383789,regression,2,15,2
2841,Vanilla,7.273390769958496,regression,2,15,4
2842,LASSO (Saabas),8.269527435302734,regression,2,15,4
2843,LASSO (Shap),8.234424591064453,regression,2,15,4
2844,Vanilla,7.321064472198486,regression,2,15,8
2845,LASSO (Saabas),9.283258438110352,regression,2,15,8
2846,LASSO (Shap),9.992541313171387,regression,2,15,8
2847,Vanilla,7.423103332519531,regression,2,15,16
2848,LASSO (Saabas),14.285406112670898,regression,2,15,16
2849,LASSO (Shap),15.975006103515625,regression,2,15,16
2850,Vanilla,7.521847724914551,regression,2,15,32
2851,LASSO (Saabas),29.684955596923828,regression,2,15,32
2852,LASSO (Shap),33.916873931884766,regression,2,15,32
2853,Vanilla,7.840215682983398,regression,2,15,64
2854,LASSO (Saabas),78951464960.0,regression,2,15,64
2855,LASSO (Shap),89.96788787841797,regression,2,15,64
2856,Vanilla,5.917760848999023,regression,2,16,1
2857,LASSO (Saabas),6.1673712730407715,regression,2,16,1
2858,LASSO (Shap),6.175083160400391,regression,2,16,1
2859,Vanilla,5.935826778411865,regression,2,16,2
2860,LASSO (Saabas),6.210178375244141,regression,2,16,2
2861,LASSO (Shap),6.215703964233398,regression,2,16,2
2862,Vanilla,5.926965236663818,regression,2,16,4
2863,LASSO (Saabas),7.087666034698486,regression,2,16,4
2864,LASSO (Shap),7.028941631317139,regression,2,16,4
2865,Vanilla,5.994431018829346,regression,2,16,8
2866,LASSO (Saabas),8.658738136291504,regression,2,16,8
2867,LASSO (Shap),8.618741035461426,regression,2,16,8
2868,Vanilla,6.043806076049805,regression,2,16,16
2869,LASSO (Saabas),11.251588821411133,regression,2,16,16
2870,LASSO (Shap),10.919740676879883,regression,2,16,16
2871,Vanilla,6.16055965423584,regression,2,16,32
2872,LASSO (Saabas),52135014400.0,regression,2,16,32
2873,LASSO (Shap),14.962564468383789,regression,2,16,32
2874,Vanilla,6.351758003234863,regression,2,16,64
2875,LASSO (Saabas),66665590784.0,regression,2,16,64
2876,LASSO (Shap),30.84140968322754,regression,2,16,64
2877,Vanilla,7.582486152648926,regression,2,17,1
2878,LASSO (Saabas),8.046465873718262,regression,2,17,1
2879,LASSO (Shap),8.063570022583008,regression,2,17,1
2880,Vanilla,7.625739097595215,regression,2,17,2
2881,LASSO (Saabas),8.475183486938477,regression,2,17,2
2882,LASSO (Shap),8.588953018188477,regression,2,17,2
2883,Vanilla,7.634313583374023,regression,2,17,4
2884,LASSO (Saabas),8.839027404785156,regression,2,17,4
2885,LASSO (Shap),9.104499816894531,regression,2,17,4
2886,Vanilla,7.724467754364014,regression,2,17,8
2887,LASSO (Saabas),22130497536.0,regression,2,17,8
2888,LASSO (Shap),10.509765625,regression,2,17,8
2889,Vanilla,7.777160167694092,regression,2,17,16
2890,LASSO (Saabas),656342188032.0,regression,2,17,16
2891,LASSO (Shap),17.358745574951172,regression,2,17,16
2892,Vanilla,7.8235368728637695,regression,2,17,32
2893,LASSO (Saabas),186886602752.0,regression,2,17,32
2894,LASSO (Shap),73.70682525634766,regression,2,17,32
2895,Vanilla,8.037561416625977,regression,2,17,64
2896,LASSO (Saabas),104790941696.0,regression,2,17,64
2897,LASSO (Shap),389.020751953125,regression,2,17,64
2898,Vanilla,4.48708438873291,regression,2,18,1
2899,LASSO (Saabas),4.88213586807251,regression,2,18,1
2900,LASSO (Shap),4.915488243103027,regression,2,18,1
2901,Vanilla,4.482625484466553,regression,2,18,2
2902,LASSO (Saabas),5.0054402351379395,regression,2,18,2
2903,LASSO (Shap),5.240512847900391,regression,2,18,2
2904,Vanilla,4.469552516937256,regression,2,18,4
2905,LASSO (Saabas),5.47950553894043,regression,2,18,4
2906,LASSO (Shap),6.635506629943848,regression,2,18,4
2907,Vanilla,4.520923137664795,regression,2,18,8
2908,LASSO (Saabas),6.4236602783203125,regression,2,18,8
2909,LASSO (Shap),7.640353202819824,regression,2,18,8
2910,Vanilla,4.575453281402588,regression,2,18,16
2911,LASSO (Saabas),1503357056.0,regression,2,18,16
2912,LASSO (Shap),9.616244316101074,regression,2,18,16
2913,Vanilla,4.673811912536621,regression,2,18,32
2914,LASSO (Saabas),42893434880.0,regression,2,18,32
2915,LASSO (Shap),20.2446346282959,regression,2,18,32
2916,Vanilla,4.931479454040527,regression,2,18,64
2917,LASSO (Saabas),359151599616.0,regression,2,18,64
2918,LASSO (Shap),51.04206085205078,regression,2,18,64
2919,Vanilla,6.566808700561523,regression,2,19,1
2920,LASSO (Saabas),9.217719078063965,regression,2,19,1
2921,LASSO (Shap),7.019814491271973,regression,2,19,1
2922,Vanilla,6.584443092346191,regression,2,19,2
2923,LASSO (Saabas),10.329489707946777,regression,2,19,2
2924,LASSO (Shap),7.386240005493164,regression,2,19,2
2925,Vanilla,6.582961082458496,regression,2,19,4
2926,LASSO (Saabas),11.72492790222168,regression,2,19,4
2927,LASSO (Shap),8.505250930786133,regression,2,19,4
2928,Vanilla,6.613451957702637,regression,2,19,8
2929,LASSO (Saabas),12.692360877990723,regression,2,19,8
2930,LASSO (Shap),9.983171463012695,regression,2,19,8
2931,Vanilla,6.66664457321167,regression,2,19,16
2932,LASSO (Saabas),17.058433532714844,regression,2,19,16
2933,LASSO (Shap),14.357632637023926,regression,2,19,16
2934,Vanilla,6.793625354766846,regression,2,19,32
2935,LASSO (Saabas),26.558635711669922,regression,2,19,32
2936,LASSO (Shap),23.435840606689453,regression,2,19,32
2937,Vanilla,6.9674296379089355,regression,2,19,64
2938,LASSO (Saabas),102316761088.0,regression,2,19,64
2939,LASSO (Shap),52.868629455566406,regression,2,19,64
2940,Vanilla,4.633419036865234,regression,2,20,1
2941,LASSO (Saabas),4.937107563018799,regression,2,20,1
2942,LASSO (Shap),4.904332637786865,regression,2,20,1
2943,Vanilla,4.6486053466796875,regression,2,20,2
2944,LASSO (Saabas),5.218074321746826,regression,2,20,2
2945,LASSO (Shap),5.1490397453308105,regression,2,20,2
2946,Vanilla,4.669098377227783,regression,2,20,4
2947,LASSO (Saabas),5.894399642944336,regression,2,20,4
2948,LASSO (Shap),5.904287338256836,regression,2,20,4
2949,Vanilla,4.685003757476807,regression,2,20,8
2950,LASSO (Saabas),6246467072.0,regression,2,20,8
2951,LASSO (Shap),9.255743980407715,regression,2,20,8
2952,Vanilla,4.707241058349609,regression,2,20,16
2953,LASSO (Saabas),6246469120.0,regression,2,20,16
2954,LASSO (Shap),12.67845344543457,regression,2,20,16
2955,Vanilla,4.79850959777832,regression,2,20,32
2956,LASSO (Saabas),6246482432.0,regression,2,20,32
2957,LASSO (Shap),23.30067253112793,regression,2,20,32
2958,Vanilla,4.964736461639404,regression,2,20,64
2959,LASSO (Saabas),14971456512.0,regression,2,20,64
2960,LASSO (Shap),54.40938949584961,regression,2,20,64
2961,Vanilla,6.430648326873779,regression,2,21,1
2962,LASSO (Saabas),6.900251865386963,regression,2,21,1
2963,LASSO (Shap),6.924546718597412,regression,2,21,1
2964,Vanilla,6.446174621582031,regression,2,21,2
2965,LASSO (Saabas),6.912435531616211,regression,2,21,2
2966,LASSO (Shap),7.082981586456299,regression,2,21,2
2967,Vanilla,6.459526538848877,regression,2,21,4
2968,LASSO (Saabas),7.518340587615967,regression,2,21,4
2969,LASSO (Shap),8.335530281066895,regression,2,21,4
2970,Vanilla,6.523265838623047,regression,2,21,8
2971,LASSO (Saabas),8.53019905090332,regression,2,21,8
2972,LASSO (Shap),9.700003623962402,regression,2,21,8
2973,Vanilla,6.587462902069092,regression,2,21,16
2974,LASSO (Saabas),11.552936553955078,regression,2,21,16
2975,LASSO (Shap),12.664191246032715,regression,2,21,16
2976,Vanilla,6.7974138259887695,regression,2,21,32
2977,LASSO (Saabas),16.233993530273438,regression,2,21,32
2978,LASSO (Shap),20.561946868896484,regression,2,21,32
2979,Vanilla,7.097863674163818,regression,2,21,64
2980,LASSO (Saabas),3897377792.0,regression,2,21,64
2981,LASSO (Shap),51.409210205078125,regression,2,21,64
2982,Vanilla,5.884875774383545,regression,2,22,1
