,method,auc_noisy,elapsed,subproblem,subproblem_id,dataset_id,num_boost_round
88,TotalGain (Shap),0.812,0.2342700958251953,classification,1,2,8
89,Permutation (perm_round = 5),0.20266666666666666,4.602238893508911,classification,1,2,8
90,TotalGain-oob (Saabas),0.64,0.34635329246520996,classification,1,2,16
91,TotalGain-oob (Shap),0.8026666666666666,0.7080459594726562,classification,1,2,16
92,TotalGain,0.76,1.1295561790466309,classification,1,2,16
93,TotalGain (Shap),0.7733333333333333,2.278934955596924,classification,1,2,16
94,Permutation (perm_round = 5),0.4106666666666666,4.898065805435181,classification,1,2,16
95,TotalGain-oob (Saabas),0.6080000000000001,0.9424865245819092,classification,1,2,32
96,TotalGain-oob (Shap),0.728,0.865196704864502,classification,1,2,32
97,TotalGain,0.712,2.7114431858062744,classification,1,2,32
98,TotalGain (Shap),0.7573333333333333,4.25347375869751,classification,1,2,32
99,Permutation (perm_round = 5),0.4640000000000001,9.465508699417114,classification,1,2,32
100,TotalGain-oob (Saabas),0.6826666666666666,1.7725417613983154,classification,1,2,64
101,TotalGain-oob (Shap),0.6746666666666667,15.398090362548828,classification,1,2,64
102,TotalGain,0.6479999999999999,23.25628113746643,classification,1,2,64
103,TotalGain (Shap),0.728,5.174616575241089,classification,1,2,64
104,Permutation (perm_round = 5),0.3706666666666667,9.268144845962524,classification,1,2,64
105,TotalGain-oob (Saabas),0.6026666666666668,0.03748941421508789,classification,1,3,1
106,TotalGain-oob (Shap),0.6026666666666668,0.15117406845092773,classification,1,3,1
107,TotalGain,0.7653333333333333,0.33487510681152344,classification,1,3,1
108,TotalGain (Shap),0.7706666666666667,1.0682473182678223,classification,1,3,1
109,Permutation (perm_round = 5),0.2,14.317012548446655,classification,1,3,1
110,TotalGain-oob (Saabas),0.6186666666666668,0.05566835403442383,classification,1,3,2
111,TotalGain-oob (Shap),0.6026666666666668,0.20847392082214355,classification,1,3,2
112,TotalGain,0.7573333333333334,0.34352660179138184,classification,1,3,2
113,TotalGain (Shap),0.7626666666666667,0.06866884231567383,classification,1,3,2
114,Permutation (perm_round = 5),0.4,14.429961681365967,classification,1,3,2
115,TotalGain-oob (Saabas),0.9026666666666667,0.09925103187561035,classification,1,3,4
116,TotalGain-oob (Shap),0.868,0.22928452491760254,classification,1,3,4
117,TotalGain,0.8240000000000001,10.165398120880127,classification,1,3,4
118,TotalGain (Shap),0.8373333333333333,0.19719815254211426,classification,1,3,4
119,Permutation (perm_round = 5),0.2546666666666667,10.190808296203613,classification,1,3,4
120,TotalGain-oob (Saabas),0.9893333333333334,0.2513093948364258,classification,1,3,8
121,TotalGain-oob (Shap),0.9973333333333333,1.6554219722747803,classification,1,3,8
122,TotalGain,0.952,1.6700348854064941,classification,1,3,8
123,TotalGain (Shap),0.9733333333333333,0.2295396327972412,classification,1,3,8
124,Permutation (perm_round = 5),0.0,5.450368642807007,classification,1,3,8
125,TotalGain-oob (Saabas),0.9386666666666666,0.4193248748779297,classification,1,3,16
126,TotalGain-oob (Shap),1.0,0.4683988094329834,classification,1,3,16
127,TotalGain,0.9866666666666667,0.8645603656768799,classification,1,3,16
128,TotalGain (Shap),0.9973333333333334,1.6998744010925293,classification,1,3,16
129,Permutation (perm_round = 5),0.0,7.659611463546753,classification,1,3,16
130,TotalGain-oob (Saabas),0.8960000000000001,0.917039155960083,classification,1,3,32
131,TotalGain-oob (Shap),0.9973333333333334,2.3558688163757324,classification,1,3,32
132,TotalGain,0.9920000000000001,6.641440153121948,classification,1,3,32
133,TotalGain (Shap),1.0,0.9940173625946045,classification,1,3,32
134,Permutation (perm_round = 5),0.0,7.896458148956299,classification,1,3,32
135,TotalGain-oob (Saabas),0.8160000000000001,1.6705842018127441,classification,1,3,64
136,TotalGain-oob (Shap),0.984,2.327510356903076,classification,1,3,64
137,TotalGain,0.9600000000000001,5.5096046924591064,classification,1,3,64
138,TotalGain (Shap),0.9920000000000001,11.681933879852295,classification,1,3,64
139,Permutation (perm_round = 5),0.0,10.39056944847107,classification,1,3,64
140,TotalGain-oob (Saabas),0.6186666666666667,0.06465911865234375,classification,1,4,1
141,TotalGain-oob (Shap),0.8053333333333333,0.17146801948547363,classification,1,4,1
142,TotalGain,0.76,1.102569341659546,classification,1,4,1
143,TotalGain (Shap),0.7706666666666667,0.10716080665588379,classification,1,4,1
144,Permutation (perm_round = 5),0.3946666666666667,5.477278232574463,classification,1,4,1
145,TotalGain-oob (Saabas),0.6266666666666667,0.05951356887817383,classification,1,4,2
146,TotalGain-oob (Shap),0.8,0.5550017356872559,classification,1,4,2
147,TotalGain,0.7386666666666668,3.1464812755584717,classification,1,4,2
148,TotalGain (Shap),0.7493333333333334,0.07024240493774414,classification,1,4,2
149,Permutation (perm_round = 5),0.41066666666666674,5.455465316772461,classification,1,4,2
150,TotalGain-oob (Saabas),0.6453333333333334,0.09722518920898438,classification,1,4,4
151,TotalGain-oob (Shap),0.6426666666666667,0.3133244514465332,classification,1,4,4
152,TotalGain,0.736,1.1777596473693848,classification,1,4,4
153,TotalGain (Shap),0.744,0.12244701385498047,classification,1,4,4
154,Permutation (perm_round = 5),0.38933333333333336,10.741585969924927,classification,1,4,4
155,TotalGain-oob (Saabas),0.6373333333333333,0.17910122871398926,classification,1,4,8
156,TotalGain-oob (Shap),0.7573333333333334,4.350055456161499,classification,1,4,8
157,TotalGain,0.8266666666666667,2.2124855518341064,classification,1,4,8
158,TotalGain (Shap),0.8453333333333334,0.22342395782470703,classification,1,4,8
159,Permutation (perm_round = 5),0.376,4.678516149520874,classification,1,4,8
160,TotalGain-oob (Saabas),0.648,0.3375115394592285,classification,1,4,16
161,TotalGain-oob (Shap),0.6613333333333333,5.404646396636963,classification,1,4,16
162,TotalGain,0.8746666666666667,3.81020450592041,classification,1,4,16
163,TotalGain (Shap),0.9600000000000001,0.6208312511444092,classification,1,4,16
164,Permutation (perm_round = 5),0.352,4.913955450057983,classification,1,4,16
165,TotalGain-oob (Saabas),0.6506666666666667,0.6944682598114014,classification,1,4,32
166,TotalGain-oob (Shap),0.6746666666666667,0.9264147281646729,classification,1,4,32
167,TotalGain,0.8453333333333334,13.22864818572998,classification,1,4,32
168,TotalGain (Shap),0.9466666666666667,0.9794921875,classification,1,4,32
169,Permutation (perm_round = 5),0.3546666666666667,20.87613344192505,classification,1,4,32
170,TotalGain-oob (Saabas),0.7653333333333333,2.090466022491455,classification,1,4,64
171,TotalGain-oob (Shap),0.7653333333333333,2.074702501296997,classification,1,4,64
172,TotalGain,0.8613333333333334,8.197299242019653,classification,1,4,64
173,TotalGain (Shap),0.9253333333333333,3.0649170875549316,classification,1,4,64
174,Permutation (perm_round = 5),0.18666666666666665,4.89424991607666,classification,1,4,64
175,TotalGain-oob (Saabas),0.5946666666666667,0.03731250762939453,classification,1,5,1
176,TotalGain-oob (Shap),0.5653333333333332,0.47763490676879883,classification,1,5,1
177,TotalGain,0.6613333333333333,1.0137104988098145,classification,1,5,1
178,TotalGain (Shap),0.664,1.2529633045196533,classification,1,5,1
179,Permutation (perm_round = 5),0.3946666666666667,4.393008470535278,classification,1,5,1
180,TotalGain-oob (Saabas),0.6853333333333333,0.06827902793884277,classification,1,5,2
181,TotalGain-oob (Shap),0.6693333333333333,0.2906153202056885,classification,1,5,2
182,TotalGain,0.7386666666666668,1.605578899383545,classification,1,5,2
183,TotalGain (Shap),0.7440000000000001,0.07510924339294434,classification,1,5,2
184,Permutation (perm_round = 5),0.31999999999999995,10.581233501434326,classification,1,5,2
185,TotalGain-oob (Saabas),0.688,0.14305996894836426,classification,1,5,4
186,TotalGain-oob (Shap),0.7066666666666667,0.26897192001342773,classification,1,5,4
187,TotalGain,0.8400000000000001,0.6621870994567871,classification,1,5,4
188,TotalGain (Shap),0.8026666666666668,0.11786079406738281,classification,1,5,4
189,Permutation (perm_round = 5),0.3146666666666667,4.835161447525024,classification,1,5,4
190,TotalGain-oob (Saabas),0.6373333333333334,0.17723727226257324,classification,1,5,8
191,TotalGain-oob (Shap),0.808,2.036517381668091,classification,1,5,8
192,TotalGain,0.7786666666666667,0.7438552379608154,classification,1,5,8
193,TotalGain (Shap),0.7413333333333334,1.9937384128570557,classification,1,5,8
194,Permutation (perm_round = 5),0.32533333333333336,5.41779351234436,classification,1,5,8
195,TotalGain-oob (Saabas),0.688,0.7853989601135254,classification,1,5,16
196,TotalGain-oob (Shap),0.8293333333333333,0.5189688205718994,classification,1,5,16
197,TotalGain,0.7093333333333334,2.992741107940674,classification,1,5,16
198,TotalGain (Shap),0.6639999999999999,0.4506077766418457,classification,1,5,16
199,Permutation (perm_round = 5),0.2826666666666667,4.519134998321533,classification,1,5,16
200,TotalGain-oob (Saabas),0.7066666666666668,0.8991043567657471,classification,1,5,32
201,TotalGain-oob (Shap),0.7013333333333334,0.8310282230377197,classification,1,5,32
202,TotalGain,0.6439999999999999,5.378451108932495,classification,1,5,32
203,TotalGain (Shap),0.6279999999999999,2.987497568130493,classification,1,5,32
204,Permutation (perm_round = 5),0.25866666666666666,15.479464292526245,classification,1,5,32
205,TotalGain-oob (Saabas),0.6853333333333333,1.7231769561767578,classification,1,5,64
206,TotalGain-oob (Shap),0.672,2.3633739948272705,classification,1,5,64
207,TotalGain,0.6693333333333333,17.836767196655273,classification,1,5,64
208,TotalGain (Shap),0.6906666666666667,2.52567982673645,classification,1,5,64
209,Permutation (perm_round = 5),0.19733333333333336,6.122996091842651,classification,1,5,64
210,TotalGain-oob (Saabas),0.584,0.05147290229797363,classification,1,6,1
211,TotalGain-oob (Shap),0.5786666666666667,0.1766500473022461,classification,1,6,1
212,TotalGain,0.528,3.351810932159424,classification,1,6,1
213,TotalGain (Shap),0.5306666666666666,0.9305386543273926,classification,1,6,1
214,Permutation (perm_round = 5),0.41066666666666674,6.497822046279907,classification,1,6,1
215,TotalGain-oob (Saabas),0.5053333333333334,0.06280064582824707,classification,1,6,2
216,TotalGain-oob (Shap),0.5146666666666666,0.27979159355163574,classification,1,6,2
217,TotalGain,0.504,0.4822051525115967,classification,1,6,2
218,TotalGain (Shap),0.504,0.07310009002685547,classification,1,6,2
219,Permutation (perm_round = 5),0.3546666666666667,6.429061412811279,classification,1,6,2
220,TotalGain-oob (Saabas),0.6053333333333334,0.121368408203125,classification,1,6,4
221,TotalGain-oob (Shap),0.608,0.23194122314453125,classification,1,6,4
222,TotalGain,0.584,0.4553191661834717,classification,1,6,4
223,TotalGain (Shap),0.5893333333333333,0.1189122200012207,classification,1,6,4
224,Permutation (perm_round = 5),0.432,10.303810834884644,classification,1,6,4
225,TotalGain-oob (Saabas),0.66,0.17978501319885254,classification,1,6,8
226,TotalGain-oob (Shap),0.6946666666666667,2.6578845977783203,classification,1,6,8
227,TotalGain,0.5813333333333334,2.2370405197143555,classification,1,6,8
228,TotalGain (Shap),0.5920000000000001,0.23902630805969238,classification,1,6,8
229,Permutation (perm_round = 5),0.3853333333333333,16.123100757598877,classification,1,6,8
230,TotalGain-oob (Saabas),0.7493333333333334,0.3474276065826416,classification,1,6,16
231,TotalGain-oob (Shap),0.808,3.1188852787017822,classification,1,6,16
232,TotalGain,0.6746666666666666,0.8782684803009033,classification,1,6,16
233,TotalGain (Shap),0.7413333333333334,0.7687499523162842,classification,1,6,16
234,Permutation (perm_round = 5),0.272,8.966586828231812,classification,1,6,16
235,TotalGain-oob (Saabas),0.7573333333333334,2.638432264328003,classification,1,6,32
236,TotalGain-oob (Shap),0.808,2.174903154373169,classification,1,6,32
237,TotalGain,0.648,6.560306072235107,classification,1,6,32
238,TotalGain (Shap),0.7066666666666668,1.0277843475341797,classification,1,6,32
239,Permutation (perm_round = 5),0.20533333333333337,12.599733829498291,classification,1,6,32
240,TotalGain-oob (Saabas),0.8026666666666666,1.5648260116577148,classification,1,6,64
241,TotalGain-oob (Shap),0.8053333333333332,3.274385690689087,classification,1,6,64
242,TotalGain,0.7066666666666667,15.610430240631104,classification,1,6,64
243,TotalGain (Shap),0.6986666666666667,6.280258893966675,classification,1,6,64
244,Permutation (perm_round = 5),0.21600000000000003,7.270917177200317,classification,1,6,64
245,TotalGain-oob (Saabas),0.5813333333333333,0.04943084716796875,classification,1,7,1
246,TotalGain-oob (Shap),0.616,0.15808820724487305,classification,1,7,1
247,TotalGain,0.6399999999999999,1.4635436534881592,classification,1,7,1
248,TotalGain (Shap),0.6506666666666666,2.4516849517822266,classification,1,7,1
249,Permutation (perm_round = 5),0.3946666666666667,6.199193954467773,classification,1,7,1
250,TotalGain-oob (Saabas),0.6106666666666666,0.07582783699035645,classification,1,7,2
251,TotalGain-oob (Shap),0.632,0.2892282009124756,classification,1,7,2
252,TotalGain,0.6106666666666667,3.8365979194641113,classification,1,7,2
253,TotalGain (Shap),0.6186666666666667,0.07241654396057129,classification,1,7,2
254,Permutation (perm_round = 5),0.368,8.958054304122925,classification,1,7,2
255,TotalGain-oob (Saabas),0.776,0.1688075065612793,classification,1,7,4
256,TotalGain-oob (Shap),0.6133333333333334,0.22139549255371094,classification,1,7,4
257,TotalGain,0.6266666666666667,0.44504833221435547,classification,1,7,4
258,TotalGain (Shap),0.6640000000000001,0.12244725227355957,classification,1,7,4
259,Permutation (perm_round = 5),0.5760000000000001,6.471588134765625,classification,1,7,4
260,TotalGain-oob (Saabas),0.812,0.17460942268371582,classification,1,7,8
261,TotalGain-oob (Shap),0.692,0.39235377311706543,classification,1,7,8
262,TotalGain,0.6546666666666667,0.6456706523895264,classification,1,7,8
263,TotalGain (Shap),0.6733333333333333,0.23375988006591797,classification,1,7,8
264,Permutation (perm_round = 5),0.22266666666666668,5.018161058425903,classification,1,7,8
265,TotalGain-oob (Saabas),0.724,0.3454864025115967,classification,1,7,16
266,TotalGain-oob (Shap),0.62,1.94996976852417,classification,1,7,16
267,TotalGain,0.6986666666666667,3.0582997798919678,classification,1,7,16
268,TotalGain (Shap),0.8266666666666668,0.44281482696533203,classification,1,7,16
269,Permutation (perm_round = 5),0.3373333333333333,5.350795745849609,classification,1,7,16
270,TotalGain-oob (Saabas),0.768,0.7795331478118896,classification,1,7,32
271,TotalGain-oob (Shap),0.6453333333333333,0.8368327617645264,classification,1,7,32
272,TotalGain,0.64,4.066854000091553,classification,1,7,32
273,TotalGain (Shap),0.7653333333333333,0.947500467300415,classification,1,7,32
274,Permutation (perm_round = 5),0.40800000000000003,5.029963254928589,classification,1,7,32
275,TotalGain-oob (Saabas),0.6666666666666667,1.9530155658721924,classification,1,7,64
276,TotalGain-oob (Shap),0.5706666666666667,3.262986660003662,classification,1,7,64
277,TotalGain,0.624,8.769307851791382,classification,1,7,64
278,TotalGain (Shap),0.72,7.39842963218689,classification,1,7,64
279,Permutation (perm_round = 5),0.5013333333333334,5.5140650272369385,classification,1,7,64
280,TotalGain-oob (Saabas),0.6133333333333334,0.0378117561340332,classification,1,8,1
281,TotalGain-oob (Shap),0.6160000000000001,0.1439809799194336,classification,1,8,1
282,TotalGain,0.8760000000000001,0.23895263671875,classification,1,8,1
283,TotalGain (Shap),0.8813333333333334,1.3774220943450928,classification,1,8,1
284,Permutation (perm_round = 5),0.19200000000000003,4.849153518676758,classification,1,8,1
285,TotalGain-oob (Saabas),0.7293333333333334,0.06064176559448242,classification,1,8,2
286,TotalGain-oob (Shap),0.7453333333333333,4.396899461746216,classification,1,8,2
287,TotalGain,0.8573333333333333,4.558248281478882,classification,1,8,2
288,TotalGain (Shap),0.8626666666666667,0.08441376686096191,classification,1,8,2
289,Permutation (perm_round = 5),0.268,9.836463928222656,classification,1,8,2
290,TotalGain-oob (Saabas),0.748,0.13289546966552734,classification,1,8,4
291,TotalGain-oob (Shap),0.7666666666666666,2.5031516551971436,classification,1,8,4
292,TotalGain,0.9706666666666667,10.298592805862427,classification,1,8,4
293,TotalGain (Shap),0.9813333333333333,0.1271955966949463,classification,1,8,4
294,Permutation (perm_round = 5),0.24933333333333335,5.6144633293151855,classification,1,8,4
295,TotalGain-oob (Saabas),0.92,0.18081355094909668,classification,1,8,8
296,TotalGain-oob (Shap),0.9253333333333333,2.8395090103149414,classification,1,8,8
297,TotalGain,0.9893333333333334,0.9586114883422852,classification,1,8,8
298,TotalGain (Shap),0.9946666666666666,0.3637220859527588,classification,1,8,8
299,Permutation (perm_round = 5),0.08533333333333334,4.787521123886108,classification,1,8,8
300,TotalGain-oob (Saabas),0.9946666666666666,0.3440258502960205,classification,1,8,16
301,TotalGain-oob (Shap),1.0,0.5881350040435791,classification,1,8,16
302,TotalGain,0.9946666666666667,2.504702091217041,classification,1,8,16
303,TotalGain (Shap),1.0,4.303601026535034,classification,1,8,16
304,Permutation (perm_round = 5),0.01066666666666667,10.105450630187988,classification,1,8,16
305,TotalGain-oob (Saabas),1.0,0.7054591178894043,classification,1,8,32
306,TotalGain-oob (Shap),1.0,0.8504269123077393,classification,1,8,32
307,TotalGain,0.984,4.043799877166748,classification,1,8,32
308,TotalGain (Shap),0.9973333333333334,0.983623743057251,classification,1,8,32
309,Permutation (perm_round = 5),0.01333333333333333,7.754722833633423,classification,1,8,32
310,TotalGain-oob (Saabas),0.992,2.0742027759552,classification,1,8,64
311,TotalGain-oob (Shap),1.0,1.8092317581176758,classification,1,8,64
312,TotalGain,0.9653333333333334,4.0402820110321045,classification,1,8,64
313,TotalGain (Shap),0.992,2.71457576751709,classification,1,8,64
314,Permutation (perm_round = 5),0.01333333333333333,6.126129865646362,classification,1,8,64
315,TotalGain-oob (Saabas),0.6,0.03797101974487305,classification,1,9,1
316,TotalGain-oob (Shap),0.6106666666666667,0.24688458442687988,classification,1,9,1
317,TotalGain,0.768,0.6765079498291016,classification,1,9,1
318,TotalGain (Shap),0.7706666666666667,0.04198598861694336,classification,1,9,1
319,Permutation (perm_round = 5),0.38933333333333336,5.957758665084839,classification,1,9,1
320,TotalGain-oob (Saabas),0.6106666666666667,0.057884931564331055,classification,1,9,2
321,TotalGain-oob (Shap),0.6106666666666667,0.29651665687561035,classification,1,9,2
322,TotalGain,0.8533333333333333,2.1509299278259277,classification,1,9,2
323,TotalGain (Shap),0.8639999999999999,0.0774376392364502,classification,1,9,2
324,Permutation (perm_round = 5),0.432,8.481409072875977,classification,1,9,2
325,TotalGain-oob (Saabas),0.708,0.12794208526611328,classification,1,9,4
326,TotalGain-oob (Shap),0.7213333333333333,0.8728787899017334,classification,1,9,4
327,TotalGain,0.8506666666666667,0.40150880813598633,classification,1,9,4
328,TotalGain (Shap),0.8533333333333334,0.12031126022338867,classification,1,9,4
329,Permutation (perm_round = 5),0.292,4.664989948272705,classification,1,9,4
330,TotalGain-oob (Saabas),0.8733333333333333,0.17197012901306152,classification,1,9,8
331,TotalGain-oob (Shap),0.8706666666666666,0.38777756690979004,classification,1,9,8
332,TotalGain,0.8333333333333335,0.5183351039886475,classification,1,9,8
333,TotalGain (Shap),0.8440000000000001,0.22132205963134766,classification,1,9,8
334,Permutation (perm_round = 5),0.15333333333333338,5.903457403182983,classification,1,9,8
335,TotalGain-oob (Saabas),0.8546666666666667,0.32810497283935547,classification,1,9,16
336,TotalGain-oob (Shap),0.868,4.261766195297241,classification,1,9,16
337,TotalGain,0.912,2.505218744277954,classification,1,9,16
338,TotalGain (Shap),0.9039999999999999,0.448223352432251,classification,1,9,16
339,Permutation (perm_round = 5),0.21733333333333335,5.418087959289551,classification,1,9,16
340,TotalGain-oob (Saabas),0.748,0.6838250160217285,classification,1,9,32
341,TotalGain-oob (Shap),0.7933333333333333,1.4483721256256104,classification,1,9,32
342,TotalGain,0.8453333333333334,7.802434682846069,classification,1,9,32
343,TotalGain (Shap),0.8426666666666667,0.9699771404266357,classification,1,9,32
344,Permutation (perm_round = 5),0.15600000000000003,8.295550346374512,classification,1,9,32
345,TotalGain-oob (Saabas),0.768,1.7009527683258057,classification,1,9,64
346,TotalGain-oob (Shap),0.76,1.7864642143249512,classification,1,9,64
347,TotalGain,0.8533333333333334,19.087865591049194,classification,1,9,64
348,TotalGain (Shap),0.8373333333333334,4.101736783981323,classification,1,9,64
349,Permutation (perm_round = 5),0.19199999999999998,5.393207788467407,classification,1,9,64
350,TotalGain-oob (Saabas),0.6079999999999999,0.03884410858154297,classification,1,10,1
351,TotalGain-oob (Shap),0.6053333333333334,0.15487217903137207,classification,1,10,1
352,TotalGain,0.66,0.6256444454193115,classification,1,10,1
353,TotalGain (Shap),0.66,0.04458904266357422,classification,1,10,1
354,Permutation (perm_round = 5),0.38400000000000006,5.828524589538574,classification,1,10,1
355,TotalGain-oob (Saabas),0.4053333333333334,0.05399131774902344,classification,1,10,2
356,TotalGain-oob (Shap),0.5866666666666667,2.3513405323028564,classification,1,10,2
357,TotalGain,0.644,0.4994072914123535,classification,1,10,2
358,TotalGain (Shap),0.644,0.07574796676635742,classification,1,10,2
359,Permutation (perm_round = 5),0.4,6.8659069538116455,classification,1,10,2
360,TotalGain-oob (Saabas),0.33999999999999997,0.1099395751953125,classification,1,10,4
