,error,subproblem,subproblem_id,dataset_id,num_boost_round
184,0.00045013427734375,classification,1,26,4
185,0.000396728515625,classification,1,26,8
186,0.000518798828125,classification,1,26,16
187,0.0010986328125,classification,1,26,32
188,0.00074005126953125,classification,1,26,64
189,0.000247955322265625,classification,1,27,1
190,0.001781463623046875,classification,1,27,2
191,0.000522613525390625,classification,1,27,4
192,0.0016632080078125,classification,1,27,8
193,0.00266265869140625,classification,1,27,16
194,0.0022735595703125,classification,1,27,32
195,0.0023956298828125,classification,1,27,64
196,0.00078582763671875,classification,1,28,1
197,0.001800537109375,classification,1,28,2
198,0.00212860107421875,classification,1,28,4
199,0.00489044189453125,classification,1,28,8
200,0.0058441162109375,classification,1,28,16
201,0.006561279296875,classification,1,28,32
202,0.0062408447265625,classification,1,28,64
203,0.000202178955078125,classification,1,29,1
204,0.003326416015625,classification,1,29,2
205,0.0062408447265625,classification,1,29,4
206,0.013427734375,classification,1,29,8
207,0.008758544921875,classification,1,29,16
208,0.0087127685546875,classification,1,29,32
209,0.008819580078125,classification,1,29,64
210,0.000194549560546875,classification,1,30,1
211,0.000743865966796875,classification,1,30,2
212,0.00452423095703125,classification,1,30,4
213,0.004608154296875,classification,1,30,8
214,0.004791259765625,classification,1,30,16
215,0.0052490234375,classification,1,30,32
216,0.00522613525390625,classification,1,30,64
217,3.337860107421875e-05,classification,1,31,1
218,0.0003204345703125,classification,1,31,2
219,0.0002899169921875,classification,1,31,4
220,0.00103759765625,classification,1,31,8
221,0.00091552734375,classification,1,31,16
222,0.0009307861328125,classification,1,31,32
223,0.00092315673828125,classification,1,31,64
224,0.0002765655517578125,classification,1,32,1
225,0.000934600830078125,classification,1,32,2
226,0.0016937255859375,classification,1,32,4
227,0.00315093994140625,classification,1,32,8
228,0.0038909912109375,classification,1,32,16
229,0.003936767578125,classification,1,32,32
230,0.0042877197265625,classification,1,32,64
231,4.57763671875e-05,classification,1,33,1
232,0.000823974609375,classification,1,33,2
233,0.00140380859375,classification,1,33,4
234,0.00140380859375,classification,1,33,8
235,0.00250244140625,classification,1,33,16
236,0.00250244140625,classification,1,33,32
237,0.0023651123046875,classification,1,33,64
238,2.765655517578125e-05,classification,1,34,1
239,0.00087738037109375,classification,1,34,2
240,0.00087738037109375,classification,1,34,4
241,0.00344085693359375,classification,1,34,8
242,0.00553131103515625,classification,1,34,16
243,0.00531005859375,classification,1,34,32
244,0.00484466552734375,classification,1,34,64
245,0.000240325927734375,classification,1,35,1
246,0.000579833984375,classification,1,35,2
247,0.00046539306640625,classification,1,35,4
248,0.00079345703125,classification,1,35,8
249,0.0010833740234375,classification,1,35,16
250,0.001251220703125,classification,1,35,32
251,0.0009002685546875,classification,1,35,64
252,0.00014495849609375,classification,1,36,1
253,0.0001544952392578125,classification,1,36,2
254,0.000782012939453125,classification,1,36,4
255,0.0018310546875,classification,1,36,8
256,0.00173187255859375,classification,1,36,16
257,0.00335693359375,classification,1,36,32
258,0.003662109375,classification,1,36,64
259,0.0001373291015625,classification,1,37,1
260,0.000179290771484375,classification,1,37,2
261,0.000392913818359375,classification,1,37,4
262,0.00112152099609375,classification,1,37,8
263,0.00128173828125,classification,1,37,16
264,0.0012664794921875,classification,1,37,32
265,0.0018157958984375,classification,1,37,64
266,0.000339508056640625,classification,1,38,1
267,0.000339508056640625,classification,1,38,2
268,0.00104522705078125,classification,1,38,4
269,0.00048828125,classification,1,38,8
270,0.00069427490234375,classification,1,38,16
271,0.0005035400390625,classification,1,38,32
272,0.0004730224609375,classification,1,38,64
273,0.000457763671875,classification,1,39,1
274,0.001190185546875,classification,1,39,2
275,0.00652313232421875,classification,1,39,4
276,0.0041351318359375,classification,1,39,8
277,0.004669189453125,classification,1,39,16
278,0.003387451171875,classification,1,39,32
279,0.0044708251953125,classification,1,39,64
280,3.4332275390625e-05,classification,2,0,1
281,6.103515625e-05,classification,2,0,2
282,0.000102996826171875,classification,2,0,4
283,0.0001068115234375,classification,2,0,8
284,0.00018310546875,classification,2,0,16
285,0.00034332275390625,classification,2,0,32
286,0.00029754638671875,classification,2,0,64
287,1.1920928955078125e-05,classification,2,1,1
288,3.814697265625e-05,classification,2,1,2
289,5.7220458984375e-05,classification,2,1,4
290,0.0001373291015625,classification,2,1,8
291,0.0001373291015625,classification,2,1,16
292,0.00019073486328125,classification,2,1,32
293,0.00038909912109375,classification,2,1,64
294,4.0531158447265625e-05,classification,2,2,1
295,4.0531158447265625e-05,classification,2,2,2
296,5.7220458984375e-05,classification,2,2,4
297,0.00011444091796875,classification,2,2,8
298,0.0001068115234375,classification,2,2,16
299,0.0001678466796875,classification,2,2,32
300,0.0002288818359375,classification,2,2,64
301,2.6702880859375e-05,classification,2,3,1
302,3.814697265625e-05,classification,2,3,2
303,6.4849853515625e-05,classification,2,3,4
304,0.000133514404296875,classification,2,3,8
305,0.00017547607421875,classification,2,3,16
306,0.00017547607421875,classification,2,3,32
307,0.00030517578125,classification,2,3,64
308,3.0517578125e-05,classification,2,4,1
309,0.00013256072998046875,classification,2,4,2
310,0.00013256072998046875,classification,2,4,4
311,0.0001583099365234375,classification,2,4,8
312,0.0001583099365234375,classification,2,4,16
313,0.00018310546875,classification,2,4,32
314,0.00029754638671875,classification,2,4,64
315,2.6702880859375e-05,classification,2,5,1
316,0.0001926422119140625,classification,2,5,2
317,0.0002613067626953125,classification,2,5,4
318,0.00040435791015625,classification,2,5,8
319,0.0003814697265625,classification,2,5,16
320,0.000396728515625,classification,2,5,32
321,0.00051116943359375,classification,2,5,64
322,8.487701416015625e-05,classification,2,6,1
323,7.05718994140625e-05,classification,2,6,2
324,0.000244140625,classification,2,6,4
325,0.000324249267578125,classification,2,6,8
326,0.0003204345703125,classification,2,6,16
327,0.00028228759765625,classification,2,6,32
328,0.0003509521484375,classification,2,6,64
329,4.1961669921875e-05,classification,2,7,1
330,0.000133514404296875,classification,2,7,2
331,0.0001049041748046875,classification,2,7,4
332,9.5367431640625e-05,classification,2,7,8
333,0.000102996826171875,classification,2,7,16
334,0.0001068115234375,classification,2,7,32
335,0.0005035400390625,classification,2,7,64
336,6.389617919921875e-05,classification,2,8,1
337,6.389617919921875e-05,classification,2,8,2
338,0.00022125244140625,classification,2,8,4
339,0.000362396240234375,classification,2,8,8
340,0.00041961669921875,classification,2,8,16
341,0.000457763671875,classification,2,8,32
342,0.0005950927734375,classification,2,8,64
343,6.341934204101562e-05,classification,2,9,1
344,0.0001201629638671875,classification,2,9,2
345,0.0002956390380859375,classification,2,9,4
346,0.00041961669921875,classification,2,9,8
347,0.00048065185546875,classification,2,9,16
348,0.0005645751953125,classification,2,9,32
349,0.00060272216796875,classification,2,9,64
350,1.621246337890625e-05,classification,2,10,1
351,7.343292236328125e-05,classification,2,10,2
352,0.0001659393310546875,classification,2,10,4
353,0.000293731689453125,classification,2,10,8
354,0.000293731689453125,classification,2,10,16
355,0.0002899169921875,classification,2,10,32
356,0.0002899169921875,classification,2,10,64
357,7.62939453125e-06,classification,2,11,1
358,8.0108642578125e-05,classification,2,11,2
359,0.0001125335693359375,classification,2,11,4
360,0.000148773193359375,classification,2,11,8
361,0.0001678466796875,classification,2,11,16
362,0.000213623046875,classification,2,11,32
363,0.000457763671875,classification,2,11,64
364,1.71661376953125e-05,classification,2,12,1
365,8.7738037109375e-05,classification,2,12,2
366,0.000133514404296875,classification,2,12,4
367,0.00019073486328125,classification,2,12,8
368,0.00012969970703125,classification,2,12,16
369,0.00019073486328125,classification,2,12,32
370,0.00048065185546875,classification,2,12,64
371,4.38690185546875e-05,classification,2,13,1
372,0.00012111663818359375,classification,2,13,2
373,9.5367431640625e-05,classification,2,13,4
374,0.000156402587890625,classification,2,13,8
375,0.00014495849609375,classification,2,13,16
376,0.0003814697265625,classification,2,13,32
377,0.0003662109375,classification,2,13,64
378,2.288818359375e-05,classification,2,14,1
379,3.4332275390625e-05,classification,2,14,2
380,0.0001373291015625,classification,2,14,4
381,0.000118255615234375,classification,2,14,8
382,0.000213623046875,classification,2,14,16
383,0.000156402587890625,classification,2,14,32
384,0.00018310546875,classification,2,14,64
385,2.384185791015625e-05,classification,2,15,1
386,4.673004150390625e-05,classification,2,15,2
387,0.0002899169921875,classification,2,15,4
388,0.0003662109375,classification,2,15,8
389,0.000244140625,classification,2,15,16
390,0.000244140625,classification,2,15,32
391,0.0002593994140625,classification,2,15,64
392,2.86102294921875e-05,classification,2,16,1
393,8.96453857421875e-05,classification,2,16,2
394,0.0002288818359375,classification,2,16,4
395,0.000316619873046875,classification,2,16,8
396,0.000370025634765625,classification,2,16,16
397,0.00032806396484375,classification,2,16,32
398,0.0004119873046875,classification,2,16,64
399,2.956390380859375e-05,classification,2,17,1
400,0.00014495849609375,classification,2,17,2
401,0.000171661376953125,classification,2,17,4
402,0.00018310546875,classification,2,17,8
403,0.00034332275390625,classification,2,17,16
404,0.00030517578125,classification,2,17,32
405,0.000518798828125,classification,2,17,64
406,4.482269287109375e-05,classification,2,18,1
407,0.0002460479736328125,classification,2,18,2
408,0.000156402587890625,classification,2,18,4
409,0.000213623046875,classification,2,18,8
410,0.00023651123046875,classification,2,18,16
411,0.000335693359375,classification,2,18,32
412,0.0002593994140625,classification,2,18,64
413,4.57763671875e-05,classification,2,19,1
414,4.9591064453125e-05,classification,2,19,2
415,0.000110626220703125,classification,2,19,4
416,8.58306884765625e-05,classification,2,19,8
417,9.5367431640625e-05,classification,2,19,16
418,0.00026702880859375,classification,2,19,32
419,0.0006103515625,classification,2,19,64
420,7.2479248046875e-05,classification,2,20,1
421,0.0001049041748046875,classification,2,20,2
422,0.00016021728515625,classification,2,20,4
423,0.00016021728515625,classification,2,20,8
424,0.000274658203125,classification,2,20,16
425,0.00034332275390625,classification,2,20,32
426,0.00041961669921875,classification,2,20,64
427,1.71661376953125e-05,classification,2,21,1
428,0.000186920166015625,classification,2,21,2
429,7.62939453125e-05,classification,2,21,4
430,0.00040435791015625,classification,2,21,8
431,0.000396728515625,classification,2,21,16
432,0.0003662109375,classification,2,21,32
433,0.00042724609375,classification,2,21,64
434,2.384185791015625e-05,classification,2,22,1
435,4.76837158203125e-05,classification,2,22,2
436,5.7220458984375e-05,classification,2,22,4
437,5.7220458984375e-05,classification,2,22,8
438,6.866455078125e-05,classification,2,22,16
439,7.62939453125e-05,classification,2,22,32
440,0.0002288818359375,classification,2,22,64
441,3.24249267578125e-05,classification,2,23,1
442,3.4332275390625e-05,classification,2,23,2
443,0.00019073486328125,classification,2,23,4
444,0.000225067138671875,classification,2,23,8
445,0.000152587890625,classification,2,23,16
446,0.0001678466796875,classification,2,23,32
447,0.0003662109375,classification,2,23,64
448,3.0517578125e-05,classification,2,24,1
449,3.0517578125e-05,classification,2,24,2
450,6.67572021484375e-05,classification,2,24,4
451,6.103515625e-05,classification,2,24,8
452,7.2479248046875e-05,classification,2,24,16
453,0.000152587890625,classification,2,24,32
454,0.00022125244140625,classification,2,24,64
455,8.392333984375e-05,classification,2,25,1
456,0.0002117156982421875,classification,2,25,2
457,0.00019073486328125,classification,2,25,4
458,0.0002899169921875,classification,2,25,8
459,0.00023651123046875,classification,2,25,16
460,0.0001373291015625,classification,2,25,32
461,0.0002288818359375,classification,2,25,64
462,3.814697265625e-05,classification,2,26,1
463,7.2479248046875e-05,classification,2,26,2
464,0.0001316070556640625,classification,2,26,4
465,9.918212890625e-05,classification,2,26,8
466,8.7738037109375e-05,classification,2,26,16
467,0.00022125244140625,classification,2,26,32
468,0.000335693359375,classification,2,26,64
469,1.5735626220703125e-05,classification,2,27,1
470,9.72747802734375e-05,classification,2,27,2
471,0.000141143798828125,classification,2,27,4
472,0.00012969970703125,classification,2,27,8
473,0.0002288818359375,classification,2,27,16
474,0.00019073486328125,classification,2,27,32
475,0.000244140625,classification,2,27,64
476,5.817413330078125e-05,classification,2,28,1
477,6.103515625e-05,classification,2,28,2
478,8.58306884765625e-05,classification,2,28,4
479,7.05718994140625e-05,classification,2,28,8
480,7.62939453125e-05,classification,2,28,16
481,0.00019073486328125,classification,2,28,32
482,0.0002899169921875,classification,2,28,64
483,5.340576171875e-05,classification,2,29,1
484,0.000152587890625,classification,2,29,2
485,0.0001373291015625,classification,2,29,4
486,0.00032806396484375,classification,2,29,8
487,0.0002288818359375,classification,2,29,16
488,0.00014495849609375,classification,2,29,32
489,0.00035858154296875,classification,2,29,64
490,2.193450927734375e-05,classification,2,30,1
491,0.0002346038818359375,classification,2,30,2
492,0.0002346038818359375,classification,2,30,4
493,0.00014495849609375,classification,2,30,8
494,0.00016021728515625,classification,2,30,16
495,0.000396728515625,classification,2,30,32
496,0.00046539306640625,classification,2,30,64
497,2.288818359375e-05,classification,2,31,1
498,0.0001468658447265625,classification,2,31,2
499,0.00012969970703125,classification,2,31,4
500,0.000347137451171875,classification,2,31,8
501,0.000240325927734375,classification,2,31,16
502,0.00043487548828125,classification,2,31,32
503,0.00028228759765625,classification,2,31,64
504,4.9591064453125e-05,classification,2,32,1
505,0.00014209747314453125,classification,2,32,2
506,0.0001678466796875,classification,2,32,4
507,0.0001621246337890625,classification,2,32,8
508,0.0001678466796875,classification,2,32,16
509,0.000263214111328125,classification,2,32,32
510,0.00040435791015625,classification,2,32,64
511,3.0517578125e-05,classification,2,33,1
512,0.0001220703125,classification,2,33,2
513,0.000507354736328125,classification,2,33,4
514,0.000347137451171875,classification,2,33,8
515,0.0002899169921875,classification,2,33,16
516,0.00019073486328125,classification,2,33,32
517,0.000518798828125,classification,2,33,64
518,1.811981201171875e-05,classification,2,34,1
519,0.00028514862060546875,classification,2,34,2
520,0.0004177093505859375,classification,2,34,4
521,0.0003204345703125,classification,2,34,8
522,0.000362396240234375,classification,2,34,16
523,0.00034332275390625,classification,2,34,32
524,0.00037384033203125,classification,2,34,64
525,6.29425048828125e-05,classification,2,35,1
526,7.724761962890625e-05,classification,2,35,2
527,7.43865966796875e-05,classification,2,35,4
528,0.0001068115234375,classification,2,35,8
529,0.0001373291015625,classification,2,35,16
530,0.00014495849609375,classification,2,35,32
531,0.00032806396484375,classification,2,35,64
532,2.288818359375e-05,classification,2,36,1
533,7.152557373046875e-05,classification,2,36,2
534,0.00012969970703125,classification,2,36,4
535,0.00037384033203125,classification,2,36,8
536,0.00042724609375,classification,2,36,16
537,0.0003509521484375,classification,2,36,32
538,0.00035858154296875,classification,2,36,64
539,5.817413330078125e-05,classification,2,37,1
540,6.4849853515625e-05,classification,2,37,2
541,8.7738037109375e-05,classification,2,37,4
542,0.000133514404296875,classification,2,37,8
543,0.00020599365234375,classification,2,37,16
544,0.00022125244140625,classification,2,37,32
545,0.0005035400390625,classification,2,37,64
546,3.5762786865234375e-05,classification,2,38,1
547,0.000202178955078125,classification,2,38,2
548,0.000247955322265625,classification,2,38,4
549,0.000335693359375,classification,2,38,8
550,0.000385284423828125,classification,2,38,16
551,0.00034332275390625,classification,2,38,32
552,0.0002899169921875,classification,2,38,64
553,3.814697265625e-05,classification,2,39,1
554,0.0001163482666015625,classification,2,39,2
555,0.0002593994140625,classification,2,39,4
556,0.000244140625,classification,2,39,8
557,0.00026702880859375,classification,2,39,16
558,0.00026702880859375,classification,2,39,32
559,0.000396728515625,classification,2,39,64
560,1.430511474609375e-05,regression,1,0,1
561,3.910064697265625e-05,regression,1,0,2
562,5.4836273193359375e-05,regression,1,0,4
563,4.6253204345703125e-05,regression,1,0,8
564,8.0108642578125e-05,regression,1,0,16
565,7.82012939453125e-05,regression,1,0,32
566,0.000186920166015625,regression,1,0,64
567,4.57763671875e-05,regression,1,1,1
568,5.1975250244140625e-05,regression,1,1,2
569,2.6702880859375e-05,regression,1,1,4
570,2.288818359375e-05,regression,1,1,8
571,6.866455078125e-05,regression,1,1,16
572,0.000141143798828125,regression,1,1,32
573,0.0001544952392578125,regression,1,1,64
574,6.031990051269531e-05,regression,1,2,1
575,6.031990051269531e-05,regression,1,2,2
576,8.296966552734375e-05,regression,1,2,4
577,0.000102996826171875,regression,1,2,8
578,0.00010585784912109375,regression,1,2,16
579,0.0001163482666015625,regression,1,2,32
580,0.0001125335693359375,regression,1,2,64
581,1.811981201171875e-05,regression,1,3,1
582,2.765655517578125e-05,regression,1,3,2
583,7.62939453125e-05,regression,1,3,4
584,6.4849853515625e-05,regression,1,3,8
585,0.000324249267578125,regression,1,3,16
586,0.000659942626953125,regression,1,3,32
587,0.0007476806640625,regression,1,3,64
588,6.67572021484375e-06,regression,1,4,1
589,9.5367431640625e-06,regression,1,4,2
590,2.86102294921875e-05,regression,1,4,4
591,7.62939453125e-05,regression,1,4,8
592,0.000156402587890625,regression,1,4,16
593,0.00019073486328125,regression,1,4,32
594,0.000133514404296875,regression,1,4,64
595,6.270408630371094e-05,regression,1,5,1
596,9.059906005859375e-05,regression,1,5,2
597,5.245208740234375e-05,regression,1,5,4
598,2.9087066650390625e-05,regression,1,5,8
599,8.106231689453125e-05,regression,1,5,16
600,0.00011730194091796875,regression,1,5,32
601,0.00018310546875,regression,1,5,64
602,4.291534423828125e-05,regression,1,6,1
603,4.76837158203125e-05,regression,1,6,2
604,4.291534423828125e-05,regression,1,6,4
605,0.000225067138671875,regression,1,6,8
606,7.43865966796875e-05,regression,1,6,16
607,0.000202178955078125,regression,1,6,32
608,0.00014495849609375,regression,1,6,64
609,4.3392181396484375e-05,regression,1,7,1
610,5.0067901611328125e-05,regression,1,7,2
611,4.3392181396484375e-05,regression,1,7,4
612,0.000171661376953125,regression,1,7,8
613,0.000152587890625,regression,1,7,16
614,0.0001773834228515625,regression,1,7,32
615,0.0001678466796875,regression,1,7,64
616,1.7642974853515625e-05,regression,1,8,1
617,3.528594970703125e-05,regression,1,8,2
618,7.62939453125e-05,regression,1,8,4
619,0.000102996826171875,regression,1,8,8
620,0.000148773193359375,regression,1,8,16
621,0.000278472900390625,regression,1,8,32
622,0.000362396240234375,regression,1,8,64
623,7.68899917602539e-05,regression,1,9,1
624,7.82012939453125e-05,regression,1,9,2
625,7.843971252441406e-05,regression,1,9,4
626,6.628036499023438e-05,regression,1,9,8
627,7.033348083496094e-05,regression,1,9,16
628,0.000141143798828125,regression,1,9,32
629,0.00014591217041015625,regression,1,9,64
630,2.193450927734375e-05,regression,1,10,1
631,5.7220458984375e-05,regression,1,10,2
632,7.05718994140625e-05,regression,1,10,4
633,7.2479248046875e-05,regression,1,10,8
634,0.0001888275146484375,regression,1,10,16
635,0.000324249267578125,regression,1,10,32
636,0.000484466552734375,regression,1,10,64
637,3.1948089599609375e-05,regression,1,11,1
638,5.435943603515625e-05,regression,1,11,2
639,6.67572021484375e-05,regression,1,11,4
640,3.814697265625e-05,regression,1,11,8
641,2.6702880859375e-05,regression,1,11,16
642,0.000141143798828125,regression,1,11,32
643,0.000118255615234375,regression,1,11,64
644,1.9550323486328125e-05,regression,1,12,1
645,2.86102294921875e-05,regression,1,12,2
646,2.288818359375e-05,regression,1,12,4
647,4.9591064453125e-05,regression,1,12,8
648,0.00018310546875,regression,1,12,16
649,0.00016021728515625,regression,1,12,32
650,0.00023651123046875,regression,1,12,64
651,5.125999450683594e-05,regression,1,13,1
652,7.82012939453125e-05,regression,1,13,2
653,0.00014495849609375,regression,1,13,4
654,0.0002727508544921875,regression,1,13,8
655,0.00035858154296875,regression,1,13,16
656,0.00035858154296875,regression,1,13,32
657,0.00035858154296875,regression,1,13,64
658,6.16312026977539e-05,regression,1,14,1
659,7.200241088867188e-05,regression,1,14,2
660,6.580352783203125e-05,regression,1,14,4
661,8.106231689453125e-05,regression,1,14,8
662,6.866455078125e-05,regression,1,14,16
663,9.918212890625e-05,regression,1,14,32
664,9.918212890625e-05,regression,1,14,64
665,3.838539123535156e-05,regression,1,15,1
666,4.220008850097656e-05,regression,1,15,2
667,3.838539123535156e-05,regression,1,15,4
668,5.340576171875e-05,regression,1,15,8
669,0.0001010894775390625,regression,1,15,16
670,0.00023651123046875,regression,1,15,32
671,0.0002765655517578125,regression,1,15,64
672,7.2479248046875e-05,regression,1,16,1
673,9.1552734375e-05,regression,1,16,2
674,0.000102996826171875,regression,1,16,4
675,0.00012969970703125,regression,1,16,8
676,5.340576171875e-05,regression,1,16,16
677,0.00031280517578125,regression,1,16,32
678,0.000347137451171875,regression,1,16,64
679,5.7220458984375e-05,regression,1,17,1
680,6.961822509765625e-05,regression,1,17,2
681,0.0001468658447265625,regression,1,17,4
682,0.0001964569091796875,regression,1,17,8
683,0.000118255615234375,regression,1,17,16
684,0.0001678466796875,regression,1,17,32
